2Theta,Intensity
23.3000,0.0006
23.3200,0.0099
23.3400,0.1069
23.3600,0.7346
23.3800,3.2111
23.4000,8.9261
23.4200,15.7788
23.4400,17.7376
23.4600,12.6802
23.4800,5.7646
23.5000,1.6665
23.5200,0.3064
23.5400,0.0358
23.5600,0.0027
23.5800,0.0001
23.6000,0.0000
23.6200,0.0000
23.6400,0.0000
23.6600,0.0000
23.6800,0.0000
23.7000,0.0000
23.7200,0.0000
23.7400,0.0000
23.7600,0.0000
23.7800,0.0000
23.8000,0.0000
23.8200,0.0000
23.8400,0.0000
23.8600,0.0000
23.8800,0.0000
23.9000,0.0000
23.9200,0.0000
23.9400,0.0000
23.9600,0.0000
23.9800,0.0000
24.0000,0.0000
24.0200,0.0000
24.0400,0.0000
24.0600,0.0000
24.0800,0.0000
24.1000,0.0000
24.1200,0.0000
24.1400,0.0000
24.1600,0.0000
24.1800,0.0000
24.2000,0.0000
24.2200,0.0000
24.2400,0.0000
24.2600,0.0000
24.2800,0.0000
24.3000,0.0000
24.3200,0.0000
24.3400,0.0000
24.3600,0.0000
24.3800,0.0000
24.4000,0.0001
24.4200,0.0014
24.4400,0.0206
24.4600,0.1922
24.4800,1.1385
24.5000,4.2877
24.5200,10.2691
24.5400,15.6406
24.5600,15.1490
24.5800,9.3309
24.6000,3.6548
24.6200,0.9104
24.6400,0.1442
24.6600,0.0145
24.6800,0.0009
24.7000,0.0000
24.7200,0.0000
24.7400,0.0000
24.7600,0.0000
24.7800,0.0000
24.8000,0.0000
24.8200,0.0000
24.8400,0.0000
24.8600,0.0000
24.8800,0.0000
24.9000,0.0000
24.9200,0.0000
24.9400,0.0000
24.9600,0.0000
24.9800,0.0000
25.0000,0.0000
25.0200,0.0001
25.0400,0.0021
25.0600,0.0287
25.0800,0.2490
25.1000,1.3728
25.1200,4.8137
25.1400,10.7346
25.1600,15.2284
25.1800,13.8001
25.2000,8.3978
25.2200,5.2770
25.2400,7.6705
25.2600,13.0662
25.2800,15.2765
25.3000,11.4309
25.3200,5.4421
25.3400,1.6477
25.3600,0.3173
25.3800,0.0388
25.4000,0.0030
25.4200,0.0001
25.4400,0.0000
25.4600,0.0000
25.4800,0.0000
25.5000,0.0000
25.5200,0.0000
25.5400,0.0000
25.5600,0.0000
25.5800,0.0000
25.6000,0.0000
25.6200,0.0000
25.6400,0.0000
25.6600,0.0000
25.6800,0.0000
25.7000,0.0000
25.7200,0.0000
25.7400,0.0000
25.7600,0.0000
25.7800,0.0000
25.8000,0.0003
25.8200,0.0059
25.8400,0.0675
25.8600,0.4885
25.8800,2.2472
25.9000,6.5741
25.9200,12.2302
