2Theta,Intensity
32.8400,0.0919
32.8600,0.0096
32.8800,0.0006
32.9000,0.0000
32.9200,0.0000
32.9400,0.0000
32.9600,0.0000
32.9800,0.0000
33.0000,0.0000
33.0200,0.0000
33.0400,0.0000
33.0600,0.0000
33.0800,0.0000
33.1000,0.0000
33.1200,0.0000
33.1400,0.0000
33.1600,0.0000
33.1800,0.0000
33.2000,0.0000
33.2200,0.0004
33.2400,0.0064
33.2600,0.0656
33.2800,0.4263
33.3000,1.7620
33.3200,4.6314
33.3400,7.7418
33.3600,8.2295
33.3800,5.5631
33.4000,2.3915
33.4200,0.6538
33.4400,0.1137
33.4600,0.0126
33.4800,0.0009
33.5000,0.0000
33.5200,0.0000
33.5400,0.0004
33.5600,0.0068
33.5800,0.0687
33.6000,0.4403
33.6200,1.7936
33.6400,4.6457
33.6600,7.6524
33.6800,8.0159
33.7000,5.3397
33.7200,2.2620
33.7400,0.6094
33.7600,0.1050
33.7800,0.0204
33.8000,0.0873
33.8200,0.5253
33.8400,2.0275
33.8600,4.9770
33.8800,7.7694
33.9000,7.7128
33.9200,4.8691
33.9400,1.9547
33.9600,0.4990
33.9800,0.0810
34.0000,0.0084
34.0200,0.0005
34.0400,0.0000
34.0600,0.0000
34.0800,0.0000
34.1000,0.0000
34.1200,0.0000
34.1400,0.0000
34.1600,0.0000
34.1800,0.0000
34.2000,0.0000
34.2200,0.0000
34.2400,0.0000
34.2600,0.0000
34.2800,0.0000
34.3000,0.0000
34.3200,0.0000
34.3400,0.0000
34.3600,0.0000
34.3800,0.0007
34.4000,0.0100
34.4200,0.0930
34.4400,0.5507
34.4600,2.0731
34.4800,4.9628
34.5000,7.5551
34.5200,7.3141
34.5400,4.5029
34.5600,1.7629
34.5800,0.4389
34.6000,0.0695
34.6200,0.0070
34.6400,0.0004
34.6600,0.0000
34.6800,0.0000
34.7000,0.0000
34.7200,0.0000
34.7400,0.0000
34.7600,0.0000
34.7800,0.0000
34.8000,0.0000
34.8200,0.0000
34.8400,0.0000
34.8600,0.0000
34.8800,0.0000
34.9000,0.0000
34.9200,0.0000
34.9400,0.0000
34.9600,0.0000
34.9800,0.0005
35.0000,0.0077
35.0200,0.0747
35.0400,0.4648
35.0600,1.8666
35.0800,4.9627
35.1000,9.2787
35.1200,13.5354
35.1400,16.6954
35.1600,16.7459
35.1800,12.3023
35.2000,6.1450
35.2200,2.0175
35.2400,0.4296
35.2600,0.0590
35.2800,0.0052
35.3000,0.0003
35.3200,0.0000
35.3400,0.0000
35.3600,0.0000
35.3800,0.0000
35.4000,0.0000
35.4200,0.0000
35.4400,0.0000
35.4600,0.0000
35.4800,0.0000
35.5000,0.0000
35.5200,0.0000
35.5400,0.0002
35.5600,0.0040
35.5800,0.0435
35.6000,0.2989
35.6200,1.3069
35.6400,3.6344
35.6600,6.4273
35.6800,7.2283
35.7000,5.1696
35.7200,2.3512
35.7400,0.6810
35.7600,0.1390
35.7800,0.1344
35.8000,0.6574
35.8200,2.2874
35.8400,5.0833
35.8600,7.2948
35.8800,7.2173
35.9000,6.3176
35.9200,6.8220
35.9400,7.4953
35.9600,6.0204
35.9800,3.1620
36.0000,1.0614
36.0200,0.2268
36.0400,0.0308
36.0600,0.0027
36.0800,0.0001
36.1000,0.0000
36.1200,0.0000
36.1400,0.0000
36.1600,0.0000
36.1800,0.0000
36.2000,0.0000
36.2200,0.0000
36.2400,0.0000
36.2600,0.0000
36.2800,0.0000
36.3000,0.0001
36.3200,0.0018
36.3400,0.0225
36.3600,0.1754
36.3800,0.8690
36.4000,2.7379
36.4200,5.4852
36.4400,6.9885
36.4600,5.6621
36.4800,2.9173
36.5000,0.9559
36.5200,0.1992
36.5400,0.0264
36.5600,0.0022
36.5800,0.0001
36.6000,0.0000
36.6200,0.0000
36.6400,0.0000
36.6600,0.0000
36.6800,0.0000
36.7000,0.0000
36.7200,0.0000
36.7400,0.0000
36.7600,0.0000
36.7800,0.0000
36.8000,0.0000
36.8200,0.0000
36.8400,0.0000
36.8600,0.0000
36.8800,0.0000
36.9000,0.0000
36.9200,0.0000
36.9400,0.0001
36.9600,0.0020
36.9800,0.0243
37.0000,0.1853
37.0200,0.8969
37.0400,2.7608
37.0600,5.4045
37.0800,6.7287
37.1000,5.3384
37.1200,2.7882
37.1400,1.4482
37.1600,2.2456
37.1800,4.6484
37.2000,6.5931
37.2200,6.1236
37.2400,4.3380
37.2600,4.1103
37.2800,6.0591
37.3000,8.1151
37.3200,8.8868
37.3400,8.6665
37.3600,7.1915
37.3800,4.4080
37.4000,1.8167
37.4200,0.4848
37.4400,0.0828
37.4600,0.0099
37.4800,0.0127
37.5000,0.1046
37.5200,0.5771
37.5400,2.0258
37.5600,4.5223
37.5800,6.4202
37.6000,5.7962
37.6200,3.3277
37.6400,1.2149
37.6600,0.2821
37.6800,0.0416
37.7000,0.0039
37.7200,0.0002
37.7400,0.0000
37.7600,0.0000
37.7800,0.0000
37.8000,0.0000
37.8200,0.0000
37.8400,0.0000
37.8600,0.0000
37.8800,0.0000
37.9000,0.0000
37.9200,0.0000
37.9400,0.0000
37.9600,0.0000
37.9800,0.0000
38.0000,0.0004
38.0200,0.0062
38.0400,0.0604
38.0600,0.3747
38.0800,1.4795
38.1000,3.7146
38.1200,5.9310
38.1400,6.0222
38.1600,3.8886
38.1800,1.5967
38.2000,0.4170
38.2200,0.0706
38.2400,0.0247
38.2600,0.1397
38.2800,0.7102
38.3000,2.3038
38.3200,4.7527
38.3400,6.2351
38.3600,5.2018
38.3800,2.7598
38.4000,0.9311
38.4200,0.1998
38.4400,0.0273
38.4600,0.0024
38.4800,0.0001
38.5000,0.0000
38.5200,0.0000
38.5400,0.0000
38.5600,0.0000
38.5800,0.0000
38.6000,0.0001
38.6200,0.0014
38.6400,0.0172
38.6600,0.1377
38.6800,0.7004
38.7000,2.2654
38.7200,4.6598
38.7400,6.0954
38.7600,5.0733
38.7800,2.7157
38.8000,1.1370
38.8200,1.2339
38.8400,2.9611
38.8600,5.2647
38.8800,6.0007
38.9000,4.3512
38.9200,2.0065
38.9400,0.5884
38.9600,0.1098
38.9800,0.0145
39.0000,0.0195
39.0200,0.1453
39.0400,0.7257
39.0600,2.3049
39.0800,4.6555
39.1000,5.9798
39.1200,4.8848
39.1400,2.5426
39.1600,0.8914
39.1800,0.5111
39.2000,1.3643
39.2200,3.4153
39.2400,5.5418
39.2600,5.8576
39.2800,4.6905
39.3000,4.9977
39.3200,8.2517
39.3400,11.4818
39.3600,10.6419
39.3800,6.3450
39.4000,2.4232
39.4200,0.5924
39.4400,0.0927
39.4600,0.0093
39.4800,0.0006
39.5000,0.0000
39.5200,0.0000
39.5400,0.0000
39.5600,0.0000
39.5800,0.0002
39.6000,0.0031
39.6200,0.0337
39.6400,0.2327
39.6600,1.0211
39.6800,2.8503
39.7000,5.0624
39.7200,5.7494
39.7400,4.3621
39.7600,2.9879
39.7800,3.5539
39.8000,5.2609
39.8200,5.6367
39.8400,3.8998
39.8600,1.7187
39.8800,0.4830
39.9000,0.1020
39.9200,0.1387
39.9400,0.6558
39.9600,2.1160
39.9800,4.3466
40.0000,5.6783
40.0200,4.7217
40.0400,2.5405
40.0600,1.1464
40.0800,1.4271
40.1000,3.2285
40.1200,5.2323
40.1400,5.4292
40.1600,3.5839
40.1800,1.5046
40.2000,0.4036
40.2200,0.0912
40.2400,0.1778
40.2600,0.8044
40.2800,2.4119
40.3000,4.6015
40.3200,5.5828
40.3400,4.3074
40.3600,2.1134
40.3800,0.6606
40.4000,0.1462
40.4200,0.1396
40.4400,0.6293
40.4600,2.0381
40.4800,4.2063
40.5000,5.5206
40.5200,4.6077
40.5400,2.4457
40.5600,0.8270
40.5800,0.1957
40.6000,0.1671
40.6200,0.7033
40.6400,2.1882
40.6600,4.3419
40.6800,5.4792
40.7000,4.3978
40.7200,2.2561
40.7400,0.8379
40.7600,0.7864
40.7800,2.4186
40.8000,5.9173
40.8200,9.5928
40.8400,10.3601
40.8600,7.9363
40.8800,5.6701
40.9000,5.6434
40.9200,6.4279
40.9400,6.6112
40.9600,6.5665
40.9800,6.0016
41.0000,4.1687
41.0200,1.9519
41.0400,0.5908
41.0600,0.1142
41.0800,0.0141
41.1000,0.0011
41.1200,0.0003
41.1400,0.0034
41.1600,0.0358
41.1800,0.2398
41.2000,1.0205
41.2200,2.7620
41.2400,4.7539
41.2600,5.2034
41.2800,3.6219
41.3000,1.6032
41.3200,0.4513
41.3400,0.0808
41.3600,0.0092
41.3800,0.0007
41.4000,0.0000
41.4200,0.0000
41.4400,0.0003
41.4600,0.0042
41.4800,0.0422
41.5000,0.2720
41.5200,1.1153
41.5400,2.9263
41.5600,5.0091
41.5800,6.0475
41.6000,6.5086
41.6200,8.3584
41.6400,11.9897
41.6600,15.5771
41.6800,16.3099
41.7000,12.6739
41.7200,6.9529
41.7400,3.0333
41.7600,2.4131
41.7800,3.9261
41.8000,5.1412
41.8200,4.3683
41.8400,2.3639
41.8600,0.8136
41.8800,0.1781
41.9000,0.0248
41.9200,0.0022
41.9400,0.0009
41.9600,0.0109
41.9800,0.0919
42.0000,0.4931
42.0200,1.6821
42.0400,3.6491
42.0600,5.0339
42.0800,4.4161
42.1000,2.4637
42.1200,0.8740
42.1400,0.1972
42.1600,0.0284
42.1800,0.0052
42.2000,0.0319
42.2200,0.2479
42.2400,1.2376
42.2600,3.9682
42.2800,8.2843
42.3000,11.6349
42.3200,11.7225
42.3400,9.1989
42.3600,5.8102
42.3800,2.8601
42.4000,1.3793
42.4200,1.7709
42.4400,3.5043
42.4600,4.9367
42.4800,4.6210
42.5000,3.4545
42.5200,3.4719
42.5400,4.6335
42.5600,4.8909
42.5800,3.3990
42.6000,1.5098
42.6200,0.4335
42.6400,0.1403
42.6600,0.3777
42.6800,1.3604
42.7000,3.1871
42.7200,4.7503
42.7400,4.5026
42.7600,2.7141
42.7800,1.0412
42.8000,0.2652
42.8200,0.1351
42.8400,0.5075
42.8600,1.6833
42.8800,3.5770
42.9000,4.8345
42.9200,4.1551
42.9400,2.2711
42.9600,0.7894
42.9800,0.1745
43.0000,0.0245
43.0200,0.0022
43.0400,0.0001
43.0600,0.0001
43.0800,0.0010
43.1000,0.0129
43.1200,0.1041
43.1400,0.5344
43.1600,1.7440
43.1800,3.6208
43.2000,4.7983
43.2200,4.1712
43.2400,2.8875
43.2600,2.9045
43.2800,4.1885
43.3000,4.7678
43.3200,3.5733
43.3400,1.8476
43.3600,1.2881
43.3800,2.6155
43.4000,5.4755
43.4200,8.0966
43.4400,8.3012
43.4600,5.8964
43.4800,2.8716
43.5000,0.9892
43.5200,0.5335
43.5400,1.3699
43.5600,3.5998
43.5800,6.5536
43.6000,8.3083
43.6200,7.4242
43.6400,4.6468
43.6600,1.9946
43.6800,0.5777
43.7000,0.1566
43.7200,0.3098
43.7400,1.1475
43.7600,2.8177
43.7800,4.4037
43.8000,4.3769
43.8200,2.7668
43.8400,1.1178
43.8600,0.3389
43.8800,0.3697
43.9000,1.2211
43.9200,2.9088
43.9400,4.4229
43.9600,4.2772
43.9800,2.6304
44.0000,1.0287
44.0200,0.2558
44.0400,0.0405
44.0600,0.0041
44.0800,0.0003
44.1000,0.0013
44.1200,0.0157
44.1400,0.1207
44.1600,0.5895
44.1800,1.8314
44.2000,3.6178
44.2200,4.5452
44.2400,3.6366
44.2600,1.8982
44.2800,0.9128
44.3000,1.3141
44.3200,2.8660
44.3400,4.3405
44.3600,4.2436
44.3800,2.8896
44.4000,2.1856
44.4200,3.0746
44.4400,4.3460
44.4600,4.1802
44.4800,2.5758
44.5000,1.0101
44.5200,0.2519
44.5400,0.0400
44.5600,0.0040
44.5800,0.0003
44.6000,0.0000
44.6200,0.0000
44.6400,0.0000
44.6600,0.0000
44.6800,0.0000
44.7000,0.0001
44.7200,0.0012
44.7400,0.0142
44.7600,0.1106
44.7800,0.5480
44.8000,1.7260
44.8200,3.4591
44.8400,4.4277
44.8600,3.7376
44.8800,2.5941
44.9000,2.7320
44.9200,3.9373
44.9400,4.3545
44.9600,3.1406
44.9800,1.4448
45.0000,0.4228
45.0200,0.0787
45.0400,0.0093
45.0600,0.0007
45.0800,0.0000
45.1000,0.0000
45.1200,0.0000
45.1400,0.0000
45.1600,0.0002
45.1800,0.0038
45.2000,0.0377
45.2200,0.2383
45.2400,0.9591
45.2600,2.4549
45.2800,4.0003
45.3000,4.1872
45.3200,3.0317
45.3400,2.2964
45.3600,3.0448
45.3800,4.1806
45.4000,3.9605
45.4200,2.4095
45.4400,0.9363
45.4600,0.2626
45.4800,0.2496
45.5000,0.8941
45.5200,2.3994
45.5400,4.3103
45.5600,5.5791
45.5800,5.8939
45.6000,5.4118
45.6200,3.9639
45.6400,2.0658
45.6600,0.8108
45.6800,0.6880
45.7000,1.6912
45.7200,3.3266
45.7400,4.2107
45.7600,3.3911
45.7800,1.7368
45.8000,0.5657
45.8200,0.1172
45.8400,0.0155
45.8600,0.0024
45.8800,0.0136
45.9000,0.1076
45.9200,0.5574
45.9400,1.9157
45.9600,4.5324
45.9800,7.7608
46.0000,10.0218
46.0200,9.7724
46.0400,6.9318
46.0600,3.4183
46.0800,1.1337
46.1000,0.2479
46.1200,0.0353
46.1400,0.0033
46.1600,0.0002
46.1800,0.0000
46.2000,0.0000
46.2200,0.0000
46.2400,0.0000
46.2600,0.0000
46.2800,0.0000
46.3000,0.0000
46.3200,0.0000
46.3400,0.0000
46.3600,0.0000
46.3800,0.0000
46.4000,0.0000
46.4200,0.0000
46.4400,0.0000
46.4600,0.0000
46.4800,0.0000
46.5000,0.0000
46.5200,0.0009
46.5400,0.0111
46.5600,0.0895
46.5800,0.4569
46.6000,1.4831
46.6200,3.0618
46.6400,4.0197
46.6600,3.3559
46.6800,1.7817
46.7000,0.6016
46.7200,0.1292
46.7400,0.0178
46.7600,0.0036
46.7800,0.0231
46.8000,0.1684
46.8200,0.8004
46.8400,2.5006
46.8600,5.1960
46.8800,7.2558
46.9000,6.8495
46.9200,4.3674
46.9400,1.8778
46.9600,0.6244
46.9800,0.5783
47.0000,1.5436
47.0200,3.1506
47.0400,4.3442
47.0600,4.5583
47.0800,4.5404
47.1000,4.4967
47.1200,3.7452
47.1400,2.9348
47.1600,3.8447
47.1800,7.0512
47.2000,11.0143
47.2200,13.0246
47.2400,11.3720
47.2600,7.1750
47.2800,3.1988
47.3000,0.9853
47.3200,0.2058
47.3400,0.0363
47.3600,0.0704
47.3800,0.3668
47.4000,1.2605
47.4200,2.7556
47.4400,3.8309
47.4600,3.3869
47.4800,1.9042
47.5000,0.6808
47.5200,0.1548
47.5400,0.0224
47.5600,0.0021
47.5800,0.0001
47.6000,0.0000
47.6200,0.0000
47.6400,0.0000
47.6600,0.0000
47.6800,0.0000
47.7000,0.0003
47.7200,0.0049
47.7400,0.0469
47.7600,0.2876
47.7800,1.1529
47.8000,3.0669
47.8200,5.5269
47.8400,6.9017
47.8600,6.1773
47.8800,4.4895
47.9000,3.7481
47.9200,3.9850
47.9400,3.6341
47.9600,2.2565
47.9800,0.9026
48.0000,0.2301
48.0200,0.0373
48.0400,0.0039
48.0600,0.0011
48.0800,0.0110
48.1000,0.0871
48.1200,0.4396
48.1400,1.4111
48.1600,2.8841
48.1800,3.7833
48.2000,3.3875
48.2200,2.9139
48.2400,4.1123
48.2600,6.4666
48.2800,7.2979
48.3000,5.3849
48.3200,2.5654
48.3400,0.7875
48.3600,0.1556
48.3800,0.0198
48.4000,0.0016
48.4200,0.0001
48.4400,0.0000
48.4600,0.0000
48.4800,0.0002
48.5000,0.0036
48.5200,0.0350
48.5400,0.2176
48.5600,0.8613
48.5800,2.1850
48.6000,3.6341
48.6200,4.2834
48.6400,4.3028
48.6600,4.2966
48.6800,3.7696
48.7000,2.3881
48.7200,0.9979
48.7400,0.2677
48.7600,0.0458
48.7800,0.0050
48.8000,0.0003
48.8200,0.0001
48.8400,0.0021
48.8600,0.0221
48.8800,0.1507
48.9000,0.6551
48.9200,1.8107
48.9400,3.1827
48.9600,3.5576
48.9800,2.5288
49.0000,1.1431
49.0200,0.3286
49.0400,0.0601
49.0600,0.0070
49.0800,0.0005
49.1000,0.0000
49.1200,0.0000
49.1400,0.0000
49.1600,0.0000
49.1800,0.0000
49.2000,0.0000
49.2200,0.0000
49.2400,0.0000
49.2600,0.0000
49.2800,0.0000
49.3000,0.0000
49.3200,0.0000
49.3400,0.0000
49.3600,0.0000
49.3800,0.0000
49.4000,0.0000
49.4200,0.0003
49.4400,0.0039
49.4600,0.0375
49.4800,0.2272
49.5000,0.8752
49.5200,2.1471
49.5400,3.3824
49.5600,3.5743
49.5800,3.0720
49.6000,3.1360
49.6200,3.6108
49.6400,3.2245
49.6600,1.9171
49.6800,0.8048
49.7000,0.5882
49.7200,1.3495
49.7400,2.6916
49.7600,3.4830
49.7800,2.9236
49.8000,1.8490
49.8200,1.6891
49.8400,2.6450
49.8600,3.4537
49.8800,2.9640
49.9000,1.6342
49.9200,0.6582
49.9400,0.5789
49.9600,1.4197
49.9800,2.7570
50.0000,3.4561
50.0200,2.8462
50.0400,1.9031
50.0600,1.9793
50.0800,2.9621
50.1000,3.4264
50.1200,2.5832
50.1400,1.2419
50.1600,0.3816
50.1800,0.0938
50.2000,0.1472
50.2200,0.6104
50.2400,1.7387
50.2600,3.2961
50.2800,4.4540
50.3000,4.8104
50.3200,4.4456
50.3400,3.2839
50.3600,1.7341
50.3800,0.6598
50.4000,0.4860
50.4200,1.4477
50.4400,3.7984
50.4600,6.7713
50.4800,8.7373
50.5000,9.2257
50.5200,8.5176
50.5400,6.3405
50.5600,3.3764
50.5800,1.2040
50.6000,0.3071
50.6200,0.2268
50.6400,0.7510
50.6600,1.9272
50.6800,3.2476
50.7000,3.8455
50.7200,3.8479
50.7400,3.9026
50.7600,3.7197
50.7800,3.1682
50.8000,3.0869
50.8200,3.4582
50.8400,3.1285
50.8600,1.9019
50.8800,0.7431
50.9000,0.1850
50.9200,0.0293
50.9400,0.0030
50.9600,0.0002
50.9800,0.0000
51.0000,0.0000
51.0200,0.0000
51.0400,0.0004
51.0600,0.0059
51.0800,0.0512
51.1000,0.2838
51.1200,1.0013
51.1400,2.2466
51.1600,3.2072
51.1800,2.9303
51.2000,1.8266
51.2200,1.2499
51.2400,1.8858
51.2600,3.1874
51.2800,4.1011
51.3000,4.3397
51.3200,4.1218
51.3400,3.2316
51.3600,1.8527
51.3800,0.9470
51.4000,1.3325
51.4200,3.2415
51.4400,5.6482
51.4600,6.3292
51.4800,4.5316
51.5000,2.0724
51.5200,0.6056
51.5400,0.1180
51.5600,0.0633
51.5800,0.3184
51.6000,1.3116
51.6200,3.5609
51.6400,6.4808
51.6600,8.1640
51.6800,7.3965
51.7000,4.9396
51.7200,2.4097
51.7400,0.8283
51.7600,0.1946
51.7800,0.0498
51.8000,0.1450
51.8200,0.6488
51.8400,1.9546
51.8600,3.9643
51.8800,5.5254
51.9000,5.3639
51.9200,3.6223
51.9400,1.6767
51.9600,0.5313
51.9800,0.1921
52.0000,0.4303
52.0200,1.2847
52.0400,2.5169
52.0600,3.1409
52.0800,2.5158
52.1000,1.4273
52.1200,1.0970
52.1400,1.8627
52.1600,2.9303
52.1800,3.1541
52.2000,2.6145
52.2200,2.5146
52.2400,3.0530
52.2600,3.0616
52.2800,2.0573
52.3000,0.8868
52.3200,0.2435
52.3400,0.0437
52.3600,0.0184
52.3800,0.1000
52.4000,0.4632
52.4200,1.3691
52.4400,2.5737
52.4600,3.0765
52.4800,2.3387
52.5000,1.1306
52.5200,0.3476
52.5400,0.0680
52.5600,0.0084
52.5800,0.0007
52.6000,0.0000
52.6200,0.0000
52.6400,0.0000
52.6600,0.0009
52.6800,0.0118
52.7000,0.1005
52.7200,0.5473
52.7400,1.9021
52.7600,4.2282
52.7800,6.0700
52.8000,5.9119
52.8200,4.7891
52.8400,4.7410
52.8600,5.5578
52.8800,5.6406
52.9000,4.7782
52.9200,4.0372
52.9400,3.5757
52.9600,2.6503
52.9800,1.3691
53.0000,0.4612
53.0200,0.0995
53.0400,0.0137
53.0600,0.0012
53.0800,0.0001
53.1000,0.0003
53.1200,0.0046
53.1400,0.0410
53.1600,0.2350
53.1800,0.8623
53.2000,2.0579
53.2200,3.3756
53.2400,4.4073
53.2600,5.5857
53.2800,6.9811
53.3000,7.8198
53.3200,7.9442
53.3400,7.2364
53.3600,5.1937
53.3800,2.6065
53.4000,0.8990
53.4200,0.4125
53.4400,0.8623
53.4600,1.9448
53.4800,2.8661
53.5000,2.6888
53.5200,1.6042
53.5400,0.6086
53.5600,0.1468
53.5800,0.0225
53.6000,0.0022
53.6200,0.0001
53.6400,0.0000
53.6600,0.0000
53.6800,0.0008
53.7000,0.0098
53.7200,0.0760
53.7400,0.3727
53.7600,1.1630
53.7800,2.3076
53.8000,2.9117
53.8200,2.3365
53.8400,1.1923
53.8600,0.3869
53.8800,0.0800
53.9000,0.0130
53.9200,0.0293
53.9400,0.2032
53.9600,0.9225
53.9800,2.6657
54.0000,4.9021
54.0200,5.7364
54.0400,4.2715
54.0600,2.0240
54.0800,0.6103
54.1000,0.1171
54.1200,0.0143
54.1400,0.0011
54.1600,0.0007
54.1800,0.0076
54.2000,0.0613
54.2200,0.3156
54.2400,1.0328
54.2600,2.1493
54.2800,2.8442
54.3000,2.3935
54.3200,1.2809
54.3400,0.4359
54.3600,0.0943
54.3800,0.0130
54.4000,0.0011
54.4200,0.0001
54.4400,0.0007
54.4600,0.0084
54.4800,0.0665
54.5000,0.3344
54.5200,1.0702
54.5400,2.1794
54.5600,2.8398
54.5800,2.4708
54.6000,1.8861
54.6200,2.3636
54.6400,3.9226
54.6600,5.1847
54.6800,5.0485
54.7000,4.1100
54.7200,3.5305
54.7400,3.1427
54.7600,2.2250
54.7800,1.0697
54.8000,0.3325
54.8200,0.0660
54.8400,0.0084
54.8600,0.0011
54.8800,0.0062
54.9000,0.0611
54.9200,0.3926
54.9400,1.6558
54.9600,4.6124
54.9800,8.5422
55.0000,10.6159
55.0200,9.1386
55.0400,6.2671
55.0600,4.9010
55.0800,4.9832
55.1000,4.7370
55.1200,3.4154
55.1400,1.7386
55.1600,0.6009
55.1800,0.1372
55.2000,0.0203
55.2200,0.0019
55.2400,0.0001
55.2600,0.0000
55.2800,0.0005
55.3000,0.0067
55.3200,0.0553
55.3400,0.2907
55.3600,0.9836
55.3800,2.1886
55.4000,3.3724
55.4200,3.9505
55.4400,3.8271
55.4600,3.0015
55.4800,1.7262
55.5000,0.6721
55.5200,0.1706
55.5400,0.0303
55.5600,0.0280
55.5800,0.1569
55.6000,0.6222
55.6200,1.5705
55.6400,2.5208
55.6600,2.5738
55.6800,1.6790
55.7000,0.7573
55.7200,0.5168
55.7400,1.0908
55.7600,2.1626
55.7800,2.9528
55.8000,3.1021
55.8200,3.2317
55.8400,3.6846
55.8600,4.0103
55.8800,3.8191
55.9000,2.9582
55.9200,1.6849
55.9400,0.6930
55.9600,0.4143
55.9800,0.8939
56.0000,1.9158
56.0200,2.7707
56.0400,2.9048
56.0600,2.8061
56.0800,2.9186
56.1000,2.6512
56.1200,1.6949
56.1400,0.7062
56.1600,0.1881
56.1800,0.0319
56.2000,0.0034
56.2200,0.0002
56.2400,0.0000
56.2600,0.0001
56.2800,0.0023
56.3000,0.0255
56.3200,0.1810
56.3400,0.8213
56.3600,2.3791
56.3800,4.4000
56.4000,5.2099
56.4200,4.0427
56.4400,2.4666
56.4600,2.2888
56.4800,3.4839
56.5000,4.5918
56.5200,4.3523
56.5400,2.9345
56.5600,1.6100
56.5800,1.3786
56.6000,2.0794
56.6200,2.6000
56.6400,2.1332
56.6600,1.1165
56.6800,0.3718
56.7000,0.0787
56.7200,0.0106
56.7400,0.0009
56.7600,0.0001
56.7800,0.0013
56.8000,0.0146
56.8200,0.1012
56.8400,0.4466
56.8600,1.2530
56.8800,2.2355
56.9000,2.5362
56.9200,1.8301
56.9400,0.8428
56.9600,0.2750
56.9800,0.2232
57.0000,0.6750
57.0200,1.6047
57.0400,2.4444
57.0600,2.3684
57.0800,1.4593
57.1000,0.5721
57.1200,0.1468
57.1400,0.0630
57.1600,0.2453
57.1800,0.9539
57.2000,2.4722
57.2200,4.3151
57.2400,5.2891
57.2600,4.9948
57.2800,4.1309
57.3000,3.0694
57.3200,1.8669
57.3400,1.0952
57.3600,1.2862
57.3800,2.1082
57.4000,2.5164
57.4200,1.9549
57.4400,1.0866
57.4600,0.8583
57.4800,1.4964
57.5000,2.3516
57.5200,2.5105
57.5400,2.0492
57.5600,1.9663
57.5800,2.5336
57.6000,3.0189
57.6200,3.1695
57.6400,3.3998
57.6600,3.7308
57.6800,3.9967
57.7000,4.2160
57.7200,4.2943
57.7400,4.1395
57.7600,3.8499
57.7800,3.4538
57.8000,2.7665
57.8200,2.1664
57.8400,2.6398
57.8600,4.1375
57.8800,5.0253
57.9000,4.3434
57.9200,3.2629
57.9400,2.8602
57.9600,2.5245
57.9800,1.6505
58.0000,0.7148
58.0200,0.2398
58.0400,0.2748
58.0600,0.8442
58.0800,1.9376
58.1000,3.0944
58.1200,3.7057
58.1400,3.5565
58.1600,2.7535
58.1800,1.9333
58.2000,2.1684
58.2200,3.6429
58.2400,4.8499
58.2600,4.3276
58.2800,2.8559
58.3000,2.1791
58.3200,2.4172
58.3400,2.3675
58.3600,1.5646
58.3800,0.6631
58.4000,0.1789
58.4200,0.0307
58.4400,0.0034
58.4600,0.0002
58.4800,0.0000
58.5000,0.0002
58.5200,0.0026
58.5400,0.0255
58.5600,0.1572
58.5800,0.6300
58.6000,1.6820
58.6200,3.1695
58.6400,4.6895
58.6600,6.1779
58.6800,7.5253
58.7000,7.8726
58.7200,6.5387
58.7400,4.3576
58.7600,2.9302
58.7800,2.6413
58.8000,2.4338
58.8200,1.6355
58.8400,0.7484
58.8600,0.3884
58.8800,0.7174
58.9000,1.5777
58.9200,2.3269
58.9400,2.3147
58.9600,2.0996
58.9800,3.1276
59.0000,5.5710
59.0200,7.3514
59.0400,6.7851
59.0600,4.9611
59.0800,3.4112
59.1000,2.1411
59.1200,1.0370
59.1400,0.4517
59.1600,0.5771
59.1800,1.3261
59.2000,2.1752
59.2200,2.3452
59.2400,1.8875
59.2600,1.7388
59.2800,2.1774
59.3000,2.3482
59.3200,1.7072
59.3400,0.7965
59.3600,0.2366
59.3800,0.0449
59.4000,0.0089
59.4200,0.0348
59.4400,0.2171
59.4600,0.8864
59.4800,2.3429
59.5000,4.0155
59.5200,4.4668
59.5400,3.2257
59.5600,1.5114
59.5800,0.4604
59.6000,0.1065
59.6200,0.1210
59.6400,0.4693
59.6600,1.3052
59.6800,2.4569
59.7000,3.3468
59.7200,3.6292
59.7400,3.4261
59.7600,3.1066
59.7800,2.9039
59.8000,2.4678
59.8200,1.5618
59.8400,0.6618
59.8600,0.1812
59.8800,0.0346
59.9000,0.0313
59.9200,0.1634
59.9400,0.6097
59.9600,1.4497
59.9800,2.1992
60.0000,2.1754
60.0200,1.6443
60.0400,1.6974
60.0600,2.7885
60.0800,4.0089
60.1000,4.0494
60.1200,2.7838
60.1400,1.2886
60.1600,0.3968
60.1800,0.0803
60.2000,0.0107
60.2200,0.0029
60.2400,0.0205
60.2600,0.1329
60.2800,0.5609
60.3000,1.5685
60.3200,2.9857
60.3400,4.0224
60.3600,4.0938
60.3800,3.5783
60.4000,3.1012
60.4200,2.5252
60.4400,1.5910
60.4600,0.7106
60.4800,0.3711
60.5000,0.7332
60.5200,1.7912
60.5400,3.1293
60.5600,3.8867
60.5800,3.5735
60.6000,2.7914
60.6200,2.7669
60.6400,3.7601
60.6600,4.4394
60.6800,3.8047
60.7000,2.7503
60.7200,2.4204
60.7400,2.4863
60.7600,2.3782
60.7800,2.6445
60.8000,3.6569
